26 27
29 36
29 35
37 38
29 37
1 2
7 10
2 33
3 31
14 26
19 20
30 31
4 5
12 28
15 17
17 28
13 27
1 7
11 15
24 25
21 32
30 38
30 32
16 35
12 16
14 22
5 25
19 24
18 36
0 33
10 23
22 34
18 20
8 23
4 27
7 14
9 34
6 11
